joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,joint_angle_5,joint_angle_6
-2.74810828058701,-1.01000980223549,0.917808443879208,0.481385741528753,-1.52869849108725,0.531489788487231
-2.93001445854757,-0.376309255981077,1.16571991264679,0.728391951907541,-2.26759514043418,1.05079204468701
-2.69120690609789,-0.581217405948005,0.035204684312029,0.454188267152967,-1.17998885512894,0.915484103458814
-3.06231558271415,-1.95161779325565,0.462312173479227,2.0029918185142,-1.06717028565392,-0.919513249806265
-2.18730832370885,-1.12981073068027,1.72191947512367,2.95219368854705,2.1968140111667,-0.795405939944559
-0.64081183551044,0.488794738905137,-0.166892141262049,1.58218745740311,1.73841788291238,-0.447210651938905
-0.610707237843968,0.874895281403836,-0.253793625956748,1.64979309164343,1.72279419870608,-0.680414905132682
-0.974309744993571,0.917972403056194,0.351117541380285,1.8136895761533,2.09562376008448,-0.560408047756614
-0.564006006328725,1.69487917243082,-0.173994601069043,1.86499347942923,1.81331338206002,-0.130108396216129
0.056392044930643,1.60427892792229,-0.419392244910211,1.63538665514762,1.13110777335492,-0.560514033245621
-0.872913420527349,1.05568716185262,-1.10429400104666,1.86699160817767,1.6423345523373,-0.03040689438961
-2.01090799827544,1.20369407643304,-0.763681324742235,2.88299232979345,2.030920105905,-0.156314564754959
-2.03221542584732,1.19088511214997,-0.322778794286481,2.83738855902402,2.40650226897421,-0.244712479666174
-1.63521233460952,1.37239408795633,-1.13349248430828,2.54518746464928,1.77891787190025,-1.41781105462005
-1.71791342337629,0.375886187874782,-1.41849969814367,2.10948758583057,0.861617933664057,-1.70841747310118
-1.47580921039223,-0.144215840567486,-0.63628684185753,2.02858675234879,1.27821183709173,-1.34721171106411
-1.67671290650844,-0.501013530045881,-1.04330514984874,1.43458592349705,0.935814517095289,-0.694209846552697
-0.143407155057726,0.377092949388481,0.474723361363972,1.30278673861693,1.33851982737874,1.02829630631436
0.395092261861019,0.313186531503893,0.306705179119755,0.564484385556364,1.20421662252288,-0.466218529672302
0.67679287289212,0.966706203699556,0.392121641795368,1.1125938186742,0.243315044140803,-1.64771490220916
1.59109179892563,1.30309528559486,-2.14489210085111,-0.95991375724385,2.03071942007211,-3.10301349086424
1.73269274403661,0.45078582086666,-1.32068615223135,-1.13171702138855,2.10952923101211,-2.71761027577088
1.64858623026119,0.64259194231732,-1.02008608860164,-0.947809527803061,1.8740199619606,-2.91521171871442
1.88629223270499,0.525686901952381,-0.721885516469341,-1.17341410960878,1.74471956287465,-2.82051157456397
1.4702871838428,0.126585833265202,-0.602386596733963,-0.74120715329307,2.05520937091971,-2.32840955628975
1.04958730551127,0.114585918075806,-0.55838563490243,-0.29310725158039,2.11600343387874,-2.14461082734751
1.02058595561587,0.15089096489435,-0.656995198624282,-0.257508551544787,2.1524078717417,-2.74370936472517
1.56489251774939,-0.058913994876199,-0.456186583154931,-0.803412994727891,2.04012133876588,-2.97361370541521
1.70949183389681,-0.375814107755404,-0.202185433936972,-0.906616476108636,2.02880910965506,-3.03181355818925
1.59389130137996,-0.476115978232245,-0.152188970364155,-0.801608500380003,2.09860433668698,-3.01200842811066
2.3192926149295,-0.232809947227255,-0.759597125861624,-1.47131517598699,1.80642024493133,-2.92240837060576
2.44869268281925,-0.181109451708572,-0.249485372004678,-1.58031302475937,1.67842560205022,-3.04531089135745
2.12378598485094,0.313689895700421,-1.3136973923123,-1.41750900845995,1.87850557932038,-2.92241012142612
2.93089275243032,0.670891997485001,-1.92329815137039,-1.70351640127383,1.07692379689596,-3.10161410857109
2.75708618063998,1.35920303911944,-1.56648427962164,-2.08521096845321,1.43731651130807,-2.6759077161813
2.86098949082093,1.6365922895735,-2.11209541023771,-2.06490616039727,1.2245171504985,-2.83641439312539
1.81638657603398,-0.172514165869369,-2.33589640899598,-2.08531537922933,2.15130788686311,-1.84820674046279
1.17089113066058,-0.744222114322109,-1.80358562620133,-2.79061193211051,2.38061214869993,-1.52891051199954
2.60579266371394,-0.184109203070924,-2.18729316865778,-1.35710868346512,1.69701088783626,1.54418997431257
2.17558762691574,-0.003909378999803,-2.24289288155223,-1.62091165889849,1.96020057056011,1.67199324410222
3.08218969698736,-0.69391788087344,-1.94048394897587,-0.979210893505699,1.68001528451678,0.014285445758537
2.59698620584505,-0.886031572462869,0.226913408968197,-1.51231375866519,1.68751945661263,-0.077416769630437
1.53898909534213,-0.594810887553934,0.230313033968224,-0.624607665410286,1.96172266699163,0.963493008298213
2.05709307885419,0.219493725657939,1.72551476756241,-1.70671716125846,1.52978423689654,1.47319517630188
3.00778953153554,0.006586588859089,1.73721692447426,-1.48560710606722,2.32131539337388,1.80289205523523
3.08858894138059,-0.071614464473165,1.31620532544064,-1.85651536257224,2.32281780856938,1.72138712764988
3.099892125255,-0.672515405201142,2.10672019111214,-1.74890229277104,2.30970096740846,1.36778802423199
2.06158801207629,-0.686914399707291,1.79980859798532,-1.43261167224671,1.35421848789211,0.417481709788945
1.45328600817083,-0.582409411884789,2.55811774424238,-2.20211153791758,0.939810107613006,-0.024914055090016
1.7739913318116,-0.270708210922439,2.57411221537382,-2.0774059405946,1.38949527729065,0.152389331624291
1.9941918021662,-0.545513703504344,2.19930820300799,-1.72711333832911,1.33201793595915,-0.683215318887441
1.96678597704701,-0.237708698894402,1.8603068378427,-1.68860525235619,1.35370875885947,-0.743312986027361
2.22369165654033,-0.452913295425849,1.85960548604725,-1.63790666300673,1.55230926171881,-1.03791402130793
2.63839245190712,-0.243407122935493,1.76390785491051,-1.67531641973421,1.99900616491631,-0.952508941862614
3.1026934824108,-0.307412870784185,1.41610732227981,-2.0273130040113,2.29491183288064,-1.60091098621686
0.24498841644462,0.17259161392282,-0.739694648922811,0.609194129581126,2.13871508803678,-2.3087114181878
1.58579218741897,0.142586660093008,2.59221615975996,-2.34931254904044,1.53041245995294,3.07239126986906
2.26639049020385,-0.52531457174619,2.59191092248789,-1.76170872779413,1.58890952306508,2.85738729831312
0.926089242122741,0.830987933845809,2.59911402682324,-2.96121455012919,2.18961956886683,1.61548828686299
0.576186203628519,0.546884598964976,0.801409087871005,-2.05500717457514,-0.335085519677468,0.240486392556111
-0.271313214543078,0.455188300787049,0.969322160259314,-1.52010592666579,-1.343291196722,-0.788514611149816
1.0307920479014,0.924197209209118,1.66131628056329,0.293693039423744,-1.40869622944743,-1.05091390927402
2.30219277025375,0.410287670529966,2.54861601407546,1.551392208142,-1.81609139494438,-0.560307642422329
3.03969036121151,0.570504693038172,1.17700825890941,1.56629389629876,-2.41349144397188,0.58839039969536
3.03558724080914,0.376787476489071,0.854810868950679,1.17878389124898,-2.31458653464484,0.463386334537775
0.891888937286767,1.17069820960674,-1.51969404383607,3.0170932598366,-1.91088243908407,0.571397881600449
1.66279084848619,0.246586341632536,-0.986185826536091,2.17738458475553,-2.10550090323003,-0.646815395394617
1.03318791738083,-0.782619570918871,-2.08839272844794,0.161386887946151,-2.11589305417394,1.49878976059658
2.7066873288823,-0.68291089460771,-2.23349382872891,1.74409311248486,-1.86908405919625,1.65969208638239
-2.74881040458028,-0.986414329324354,0.940812160018306,0.552588811814705,-1.63338568014575,-2.63111156625165
